"Suspicious Login: Someone in Moscow just accessed your Netflix. Reset your credentials at this link immediately.",1
"Urgent: You have been named as a witness in a legal dispute. Download the subpoena.zip to view the court date.",1
"Your Microsoft 365 storage is 99% full. Upgrade for free for 6 months by clicking 'Claim Offer' below.",1
"Action Required: A shared folder 'Q1_Bonuses' was sent to you. View the Excel sheet here: http://sharepoint-docs-view.com",1
"CONGRATS! You’ve been selected for a $1,000 Amazon Gift Card. Fill out this 30-second survey to claim.",2
"LOSE 20 LBS IN 2 WEEKS! Our new 'Metabolism Booster' is FDA-approved and 100% natural. Order now.",2
"URGENT: Your social security number has been flagged for fraudulent activity. Call this number to avoid arrest.",2
"Make $5,000 a week from home using nothing but your smartphone. No experience required. Text 'START' to join.",2
"Your crypto wallet is eligible for a $500 'Airdrop' of ETH. Connect your private keys here to receive the funds.",2
"Final Warning: Your car's extended warranty is expiring. This is your last chance to renew before coverage ends.",2
"I found your profile on a dating site and think we'd be a match! View my private photos here.",2
"The IRS has found a mistake in your 2024 tax return. You are owed a refund of $1,450. Click to deposit.",2
"Your annual eye exam is scheduled for next Thursday at 3:15 PM. Please bring your current glasses.",0
"The office printer in Room 302 has been repaired and is now back online. Thank you for your patience.",0
"Your monthly statement for your 'Rewards Card' is now available. Log in to your portal to view it.",0
"Hey! We’re grabbing coffee downstairs at 10:30. Would love for you to join if you have a break.",0
"Shipping Update: Your Etsy order has been picked up by the carrier and is on its way to you.",0
"The WiFi password for the 'Guest_Conference' network has been updated to: BlueSky2024!",0
"Reminder: The deadline for the company-wide engagement survey is this Friday at 5:00 PM.",0
"Your Zoom meeting 'Project Kickoff' is starting in 5 minutes. Click here to join the waiting room.",0
"ACTION REQUIRED: Our records show your employee benefits enrollment is incomplete. Finish here: http://hr-portal-login.com",1
"System Administrator: We found a potential security leak in your browser. Install this security certificate to stay safe.",1
"Urgent: A wire transfer of $2,400.00 is pending your approval. Log in to your commercial banking app to verify.",1
"From IT: We are migrating to a new mail server. You must re-sync your inbox by entering your credentials here.",1
"Internal Audit: Your recent expense report has been flagged for review. Download the 'audit_notes.html' to respond.",1
"Your Apple Cloud storage has been breached. 143 photos were uploaded to a public server. Click to delete them.",1
"Notice: Your LinkedIn account has been restricted due to unusual activity. Upload a scan of your passport to appeal.",1
"CEO Message: I'm in a meeting and need you to purchase 5 Apple gift cards for a client. I'll reimburse you by EOD.",1
"URGENT: Your package is held at customs due to an unpaid duty of $1.50. Pay now or it will be returned to sender.",2
"STOP PAYING FOR CABLE! This $49 device lets you watch every channel for free forever. Limited stock available.",2
"Final Notice from the National Treasury: You have an unclaimed stimulus check of $1,200. Claim your funds now.",2
"Win $50,000 instantly! No purchase necessary. Just enter your phone number and address to see if you're a winner.",2
"Tired of hair loss? Our revolutionary 'Follicle-Grow' serum shows results in 48 hours. 80% off today only!",2
"Earn $250 for testing new apps! Work from home, no experience needed. Join 5,000 others making bank today.",2
"I am a lawyer representing a distant relative who passed away. You are the sole heir to their vast estate.",2
"Your PC is running slow! 432 'Junk Files' detected. Click 'Clean Now' to speed up your computer by 200%.",2
"Reminder: Your dental cleaning is tomorrow at 8:00 AM. Please arrive 10 minutes early to update your forms.",0
"The shared folder 'Q3_Marketing_Assets' has been updated with the new brand guidelines. Please sync your local copies.",0
"Your order from 'TechStore' has been delivered to the mailroom. Pick up at your convenience during business hours.",0
"Hi, this is Sarah from Accounting. Do you have a moment to discuss the missing receipt for your last trip?",0
"Security Notification: Your passcode for the main office entrance will expire in 48 hours. Please reset it at the kiosk.",0
"The company holiday party RSVP is due by EOD. Please select your meal preference in the Google Form.",0
"Your monthly usage report for 'CloudCompute' is ready for download. Your total balance is $14.22.",0
"Update: The 2:00 PM strategy call has been pushed to 3:30 PM due to a scheduling conflict. New link attached.",0
"URGENT: Your workstation has been flagged for a policy violation. View the 'Violation_Report.pdf' to avoid account lock.",1
"From the Help Desk: We are upgrading the SSO portal. Please verify your current password to prevent login lockout.",1
"Action Required: A secure message from 'Internal_Revenue' is waiting for you. Log in with your work email to view.",1
"Alert: Your LinkedIn account has been linked to a new third-party app 'JobHunter+'. Revoke access here if this wasn't you.",1
"Attention: Your recent payroll deposit failed. Update your banking details at the 'Global-HR-SelfService' portal immediately.",1
"Security Notice: We detected an unusual attempt to sign in to your Microsoft account from Lagos, Nigeria. Secure it here.",1
"New Voicemail: You have a 45-second message from 'Unknown Caller'. Click 'Play' to listen to the audio transcript.",1
"Important: The CEO has requested an urgent wire transfer for an acquisition. Follow the instructions in this private link.",1
"CONGRATULATIONS! You have been randomly selected to receive a $500 Shell Gas Card. Claim your reward before it expires.",2
"URGENT: Your social security number has been compromised in a national data breach. Call this toll-free number now.",2
"Stop wasting money on electricity! This 'Power-Saver' plug can reduce your bill by up to 50%. Buy 2 get 1 free.",2
"You've been invited to join an exclusive Beta Test for a new AI Trading Bot. Users are averaging $1,200 per day.",2
"Final Notice: You have an outstanding court fine of $15.00. Pay via our secure portal today to avoid a bench warrant.",2
"Your credit score just dropped by 45 points! Sign up for our 'Credit-Shield' service to see why and fix it instantly.",2
"Get a 100% scholarship for our 'Digital Nomad' masterclass. Only 5 spots left. Start your six-figure journey today.",2
"ALERT: Your iCloud storage is full. Your photos and messages will be deleted in 2 hours unless you add space now.",2
"Text","Label"
"Your 2FA code for 'Workday' is 55902. It expi"The office catering for Thursday's lunch has been changed to Thai. Update your dietary needs.",0res in 5 minutes.",0

"Your 'CloudStorage' backup was successful. 4.2GB of data synced from your desktop.",0
"A new comment was left on your Jira ticket: 'Please provide the logs for the API crash.'",0
"Your package from 'OfficeDepot' is out for delivery with FedEx. Track here: 492011234",0
"Reminder: Your annual performance goals are due for submission in the HR portal by Friday.",0
"The building manager will be testing the fire alarms at 10 AM. No evacuation is necessary.",0
"Hi, this is Mark from IT. Your ticket #882 is resolved. Please restart your machine.",0
"Your subscription to 'IndustryWeekly' has been renewed. Your next billing date is April 1st.",0
"The Zoom link for the 'All Hands' meeting has been updated in your calendar invite.",0
"Your expense report 'Travel_NewYork' was approved. Expect reimbursement in 3-5 days.",0
"Please review the attached PDF for the new non-disclosure agreement (NDA) for the partnership.",0
"Your password for 'CorporateSlack' will expire in 3 days. Change it via the secure portal.",0
"Welcome to the team! Your onboarding session starts in the 'Main Lobby' at 9:00 AM.",0
"Your monthly utility statement for 'CityPower' is ready. View your usage breakdown online.",0
"The dev team has pushed a hotfix to the staging environment. Please verify the login flow.",0
"Your flight B621 is boarding at Gate B12. Please have your mobile boarding pass ready.",0
"Shipping Confirmation: Your order #99201 has left our warehouse. Estimated arrival: Tuesday.",0
"Action Required: Your 'HealthSavings' account needs a beneficiary update. Log in to complete.",1
"From IT Support: A vulnerability was found in your Outlook. Click to run the 'Safety-Patch.exe'.",1
"Urgent: Your salary payment was returned due to a routing error. Re-enter your data here.",1
"Internal Memo: The CEO has shared a private 'Bonus_List' via Google Drive. Access it here.",1
"Your Apple ID has been used to sign in to a new iPhone in Beijing. If not you, lock it now.",1
"Security Alert: Your 'Bitwarden' vault was accessed via an unknown IP. Kill all sessions here.",1
"From HR: Your performance review is ready. Use your Windows password to open this document.",1
"Action Required: Verify your 'LinkedIn' identity to avoid a permanent account suspension.",1
"Your 'Coinbase' account is under review. Move your assets to a secure wallet immediately.",1
"Message from Admin: Your mailbox is over its limit. Click 'Expand Storage' to avoid data loss.",1
"A new 'Encrypted_Invoice' has been sent to you. Open the HTML file to view the payment terms.",1
"Your VPN session has expired. Re-authenticate your credentials to maintain network access.",1
"Urgent Security Update: We detected a breach in our database. Reset your master key here.",1
"Your 'PayPal' account has a pending dispute for $1,299.00. Click to view the case details.",1
"From IT: We are performing a server sync. Please provide your temporary login for the migration.",1
"Your 'Microsoft' account has been flagged for 'Suspicious Activity'. Verify via this link.",1
"A shared document '2024_Staff_Layoffs' is available for viewing. Login to SharePoint to see.",1
"FINAL NOTICE: You owe $2.50 for a toll road violation. Pay now to avoid a $100 court fee.",2
"CONGRATS! You won a $1,000 Walmart Gift Card. Click here to claim before the timer hits zero.",2
"Your computer is locked by the 'Federal Bureau'. Pay the fine of $500 in Bitcoin to unlock.",2
"LOSE WEIGHT FAST! Our keto gummies melt fat while you sleep. Clinical trials 100% success.",2
"Make $500/day by simply liking YouTube videos. No experience.
Message Content,Label,Category
"Your Microsoft 365 password expires in 2 hours. Keep your current password by clicking here: http://ms-auth-keep.com",1
"Hey! I'm outside the cafe. Are you almost here? I ordered you a latte.",0
"Confirm your appointment with Dr. Aris for tomorrow at 10:15 AM. Reply YES to confirm or NO to reschedule.",0
"Internal: The Q3 budget spreadsheet has been updated. Please review the 'Marketing' tab before the EOD meeting.",0
"Verification Code: 482931. Valid for 10 minutes. Do not share this code with anyone.",0
"Action Required: Your e-signature is requested on 'Termination_Agreement.pdf'. Sign here: http://docusign-portal-review.net",1
"Is this your photo? Someone is posting bad things about you in this thread: http://social-leak-view.info",1
"GOV-ALERT: You have an outstanding tax refund. Complete the form to receive your $450 payment: http://irs-gov-portal.online",1
"The printer on the 4th floor is jammed again. Does anyone know where the spare toner is kept?",0
"Security Notice: A new device has logged into your iCloud account from Moscow, Russia. If this was not you, change your settings.",0
"You've been selected for a remote part-time job! Earn $500/day. No experience needed. Contact @HR_Dept on Telegram.",1
"Your order #8829 has been shipped via FedEx. Track your package here: http://fedex.com/track/8829",0
"Urgent: Your domain 'business-hub.com' will be suspended in 24 hours due to non-payment. Pay now: http://registrar-renew-now.com",1
"Can you send over the slides for the presentation? I want to make sure the branding matches the new guidelines.",0
"CONGRATS! You are the 1,000,000th visitor today. Claim your $1,000 Amazon Gift Card here: http://prize-claim-center.xyz",1
"Your Microsoft 365 password expires in 2 hours. Keep your current password by clicking here: http://ms-auth-keep.com",1
"Hey! I'm outside the cafe. Are you almost here? I ordered you a latte.",0
"Confirm your appointment with Dr. Aris for tomorrow at 10:15 AM. Reply YES to confirm or NO to reschedule.",0
"Internal: The Q3 budget spreadsheet has been updated. Please review the 'Marketing' tab before the EOD meeting.",0
"Verification Code: 482931. Valid for 10 minutes. Do not share this code with anyone.",0
"Action Required: Your e-signature is requested on 'Termination_Agreement.pdf'. Sign here: http://docusign-portal-review.net",1
"Is this your photo? Someone is posting bad things about you in this thread: http://social-leak-view.info",1
"GOV-ALERT: You have an outstanding tax refund. Complete the form to receive your $450 payment: http://irs-gov-portal.online",1
"The printer on the 4th floor is jammed again. Does anyone know where the spare toner is kept?",0
"Security Notice: A new device has logged into your iCloud account from Moscow, Russia. If this was not you, change your settings.",0
"You've been selected for a remote part-time job! Earn $500/day. No experience needed. Contact @HR_Dept on Telegram.",1
"Your order #8829 has been shipped via FedEx. Track your package here: http://fedex.com/track/8829",0
"Urgent: Your domain 'business-hub.com' will be suspended in 24 hours due to non-payment. Pay now: http://registrar-renew-now.com",1
"Can you send over the slides for the presentation? I want to make sure the branding matches the new guidelines.",0
"CONGRATS! You are the 1,000,000th visitor today. Claim your $1,000 Amazon Gift Card here: http://prize-claim-center.xyz",1
"Your lab results from 'Westside Medical' are now available in the patient portal. Log in to view: https://patient-portal.health.org",0
"URGENT: Your mortgage application requires an additional 'Escrow Security Deposit' of $1,500. Wire funds to: http://escrow-secure-transfer.net",1
"The office fridge will be cleaned out this Friday at 4 PM. Please label any containers you want to keep.",0
"Hi, this is Sarah from Zoom. Your account has been flagged for a 'Security Violation'. Please verify your identity: http://zoom-id-check.io",1
"Can you jump on a quick huddle? We need to finalize the font choice for the client pitch deck.",0
"Microsoft: A one-time code was requested for your account. Code: 992031. If you didn't request this, ignore this message.",0
"RE: INVOICE #8821. Your payment is 30 days past due. Please settle the balance of $1,240.55 immediately: http://quick-pay-portal.biz",1
"The school bus is running 10 minutes late this morning due to construction on 5th Ave. Sorry for the delay!",0
"Your 'Cloud-Backup' subscription has been canceled. To recover your deleted files, pay the reactivation fee: http://data-recovery-cloud.pro",1
"Hey, did you leave your umbrella in the conference room? It's the black one with the wooden handle.",0
"ADVISORY: The city has issued a 'Boil Water' notice for your zip code. Click for map of affected areas: https://city-utility.gov/alerts",0
"Exclusive Invite: You've been pre-approved for the 'Platinum Rewards' card with a $25k limit. Activate now: http://get-platinum-now.com",1
"Is the 2 PM meeting still on? I have a hard stop at 3 PM for a dentist appointment.",0
"Security Alert: Your 'Apple Keychain' has been synced to a new Windows device in Berlin, Germany. Secure your account: http://apple-id-verify.me",1
"Your reservation at 'The Steakhouse' is confirmed for 2 people at 7:30 PM. See you then!",0
"I've shared 'Project_Delta_Final.xlsx' with you via OneDrive. Please review the budget tab before our 4 PM call: https://onedrive.live.com/s!88291",0
"Urgent: Your payroll direct deposit was returned by the bank. Please re-verify your routing number to receive your funds: http://payroll-portal.cc",1
"The garage door code is 5529. Make sure to double-lock the side entrance when you leave. See you Sunday!",0
"Your FedEx shipment #7729-10 is held at the customs warehouse due to an unpaid duty of $2.50. Pay here: http://customs-fee-clearance.com",1
"Hey, it's Mark from the gym. I think you left your water bottle by the treadmills. I put it behind the front desk.",0
"Security Notice: We detected a login to your Instagram from a new device (Linux/Chrome) in Lagos, Nigeria. Not you? Secure account now.",0
"Microsoft: We've noticed unusual activity on your account. To prevent a permanent lockout, click here: http://account-security-center.net",1
"Your flight DL442 to JFK is delayed by 45 minutes. New departure time is 6:15 PM. Check your gate on the Delta app.",0
"You have (1) new voicemail from 'County Court'. To listen to the message and view your summons, click: http://voicemail-transcription.biz",1
"The vet called; Daisy is out of surgery and doing great! You can come pick her up anytime after 5 PM.",0
"Internal Memo: All employees must update their emergency contact information in the HR portal by the end of the month.",0
"ACTION REQUIRED: Your Apple Pay has been suspended. To continue using your wallet, verify your card details: http://apple-pay-auth.io",1
"Your table for 4 at 'The Blue Lobster' is ready. Please check in with the host within the next 10 minutes.",0
"CONGRATULATIONS! You have been randomly selected to test the new iPhone 16. Shipment is free, just pay $1 for insurance: http://test-device.org",1
"Can you send me the PDF of the contract? I'm on my phone and the DocuSign link is giving me an error.",0"The shared folder 'Q1-Projections' has been deleted by an administrator. If this was a mistake, restore it here: http://cloud-recovery-admin.com",1
"Hey, are we still meeting at the park for the dog walk? I'm bringing some extra water bowls just in case.",0
"Your PayPal account has been limited due to a violation of our User Agreement. Resolution required: http://paypal-resolution-center.cc",1
"The dry cleaner called; your suit is ready for pickup. They close at 6 PM today. Don't forget your ticket!",0
"Urgent: Your Amazon Prime membership failed to renew. To avoid losing your shipping benefits, update your card: http://amazon-prime-pay.io",1
"Could you send me the Wi-Fi password for the guest network? My cousin is staying over and needs to check her email.",0
"SECURITY ALERT: A new 'Master Key' was added to your password vault. If you did not authorize this, revoke access: http://vault-guard-auth.net",1
"The HOA board meeting minutes from Tuesday are now posted on the community portal. Please review the new parking rules.",0
"Final Reminder: You have an outstanding toll balance of $4.50. A late fee of $25.00 will be applied at midnight. Pay: http://toll-road-pay.org",1
"I've attached the draft for the wedding invitation. Let me know if you want to change the font or the RSVP date.",0
"Your Apple ID is being used for a $99.99 in-app purchase in 'Clash of Clans'. If this was not you, cancel the transaction: http://apple-support-cancel.com",1
"Reminder: Your dental cleaning is scheduled for Monday at 8:00 AM. Please arrive 15 minutes early to fill out new patient forms.",0
"From HR: Your annual tax document (W-2) is ready for download. For security, you must log in through this portal: http://hr-payroll-docs.cc",1
"Can you pick up some milk and eggs on your way home? I'm making pancakes for breakfast tomorrow.",0
"Suspicious Login: Someone just accessed your Gmail account from a 'Huawei P30' in Caracas, Venezuela. Was this you?",0
